,text,page_number
2609,"Le reste du parc thermique est constitué d’un grand nombre de groupes de faible puissance unitaire (quelques mégawatts), fonctionnant essentiellement au fioul (groupes diesel) pour près de 70 % ou encore au gaz. Fin 2018, ce parc représente une puissance installée de l’ordre de 1,5 GW.",52
2967,"Le parc de cogénérations au gaz s’est sensiblement développé en 2018, la puissance installée en obligation d’achat a progressé de plus 300 MW18.",53
2968,"Le projet de PPE indique cependant que le développement de cette filière n’est pas compatible avec les objectifs de réduction des émissions de gaz à effet de serre fixés et que le soutien public fort aux nouvelles installations n’apparaît désormais plus justifié. Le parc de cogénérations au gaz devrait donc se stabiliser et à terme diminuer, notamment suite à la suppression des dispositifs de soutien à la filière.",53
2969,"Le parc de cogénérations au fioul est quant à lui en légère baisse. Dans un contexte de lutte contre les gaz à effet de serre, la contraction du parc fioul devrait se poursuivre sur l’horizon de moyen terme.",53
2970,"Concernant les groupes thermiques de faible puissance unitaire, les objectifs de réduction des émissions de gaz à effet de serre devraient conduire, selon un calendrier qui reste à préciser, à une réduction de la capacité installée de cette filière.",53
2972,"Le volume annuel de production des cogénérations au gaz et au fioul est relativement stable ces dernières années, de l’ordre d’une dizaine de térawattheures (12,6 TWh en 2018).",53
2973,"La production électrique issue des cogénérations au gaz est significativement plus importante en hiver, notamment du fait des installations bénéficiant de l’obligation d’achat d’électricité de novembre à mars. La cogénération permet donc d’apporter une production électrique complémentaire saisonnière.",53
2975,"avec une production comprise entre 300 et 600 MW en été et entre 2 000 et 3 500 MW en hiver. Cette production regroupe des unités fonctionnant en bande toute l’année (avec une production de l’ordre de 300 MW), des unités sous obligation d’achat fonctionnant principalement en hiver et des unités vendant leur énergie sur les marchés.",53
2976,Les cogénérations au fioul fournissent quant à elles depuis plusieurs années une production « en bande » de l’ordre de 75 MW constante sur l’année.,53
2977,"Les groupes thermiques de faible puissance unitaire contribuent également à l’équilibre du système électrique, notamment via des mécanismes de marché. La puissance maximale produite en 2018 par ces installations est du même ordre que celle observée en 2017 : environ 500 MW pour les unités au fioul et 150 MW pour les unités au gaz.",53
2978,Le cas de base du Bilan prévisionnel 2019 envisage une stabilité de la filière gaz et une contraction de la filière fioul,53
2979,"Compte tenu des éléments contextuels, RTE retient les hypothèses d’évolution des capacités installées suivantes dans le cas de base du Bilan prévisionnel 2019 :",53
2995,u une contraction progressive du parc de cogénérations au fioul (de l’ordre de 50 MW/an) et des petits moyens thermiques au fioul (de l’ordre de 100 MW/an).,54
2997,Les conséquences d’une contraction partielle du parc de cogénérations au gaz (de l’ordre de 500 MW/an) et des petits moyens thermiques au gaz (de l’ordre de 25 MW/an) combinée à une fermeture accélérée du parc de cogénérations au fioul (environ 100 MW/an) et des petits moyens thermiques au fioul (environ 200 MW/an) sont analysées en variante.,54
3002,"u un développement des capacités au cours des prochaines années, à un rythme soutenu mais qui a été révisé de manière à gagner en réalisme ;",55
3005,des émissions de CO2) qui est un des objectifs actuels poursuivis par les pouvoirs publics pour les effacements bénéficiant du soutien public.,55
3007,"Le nouveau projet de PPE fixe un objectif de 6,5 GW de capacité d’effacement à l’horizon 2028, tout en retenant une approche plus progressive en ramenant le point de passage de 2023 à 4,5 GW. Le cadre réglementaire mis en place en France a été conçu pour permettre le développement des capacités d’effacement : la totalité des marchés sont désormais ouverts aux effacements de consommation et l’appel d’offres effacement, approuvé par la Commission européenne jusqu’en 2023, vise à soutenir le développement de la filière.",55
3008,"D’autres efforts engagés par RTE s’inscrivent dans ce cadre. À ce titre, par exemple, RTE a mené avec les acteurs un travail de simplification sur l’appel d’offres effacement 2020, dans l’objectif de mobiliser un gisement plus important. Par ailleurs, le lancement des appels d’offres long terme du mécanisme de capacité devrait faciliter",55
3010,"L’effacement constitue un levier adapté à la gestion des pointes électriques et de manière plus générale aux besoins croissants de flexibilité du système électrique. Pour cette raison, RTE et les pouvoirs publics ont constamment accompagné son développement depuis 2010 et d’importants efforts réglementaires et techniques ont été engagés.",55
3011,"L’ensemble des capacités d’effacement en France représente aujourd’hui environ 2,9 GW, en légère croissance par rapport à 2018 (+ 200 MW).",55
3012,"Il s’agit du volume effectivement déclaré comme disponible sur le mécanisme de capacité en 2019, composé : 1. d’une part des effacements indissociables de la fourniture (630 MW en 2019). Ce volume correspond à une estimation moyenne de la baisse de la consommation lors des jours de pointe des offres tarifaires EJP et Tempo à destination des clients résidentiels ; 2. d’autre part, des effacements dits explicites certifiés sur le mécanisme de capacité par des opérateurs d’effacement (2 240 MW en 2019). Ce volume correspond à une puissance certifiée, c’est à dire fournissant un service équivalent à celui d’un moyen de production sans contrainte. Il s’agit à ce stade d’une valeur déclarée par les opérateurs et non corrigée des constats sur la disponibilité réelle (puissance effectivement offerte, résultats des tests, etc.). Il représente ainsi la capacité d’effacement déclarée comme disponible durant les heures définies dans les plages horaires des périodes de pointe PP1 et PP2, soit entre 7 h-15 h et 18 h-20 h19.",55
3013,"19. Les jours PP1 et PP2 (« période de pointe 1 et 2 »), déterminés par RTE, sont signalés de janvier à mars et de novembre à décembre (hors période de vacances scolaires de Noël). La période signalée couvre les plages horaires [7 h 00 ; 15 h 00[ et [18 h 00 ; 20 h 00[ du jour concerné.",55
3014,Les jours PP1 (10 à 15 jours par an) sont les jours de forte consommation. Les jours PP2 (10 à 25 jours par an) couvrent les jours PP1 ainsi que les jours de tension pour le système électrique.,55
3017,"l’émergence et le développement des capacités d’effacement, en leur apportant une plus grande visibilité sur les revenus tirés sur le marchés (sécurisation pluriannuelle des revenus du mécanismes de capacités).",56
3019,"RTE a présenté des indicateurs sur la performance des offres d’effacement sur le mécanisme d’ajustement, qui reste insuffisante au regard de la performance des autres filières, pour un même service proposé.",56
3020,"Les problèmes de fiabilité de la filière effacement, comparativement aux filières de production, sont identifiés depuis plusieurs années et limitent l’intérêt des effacements pour la sécurité d’approvisionnement. Les premiers remèdes apportés (durcissement des contrôles et des pénalités, suivi rapproché) n’ont pas permis d’améliorer de façon significative le niveau de fiabilité.",56
3021,Les analyses récentes ont confirmé que la fiabilité des effacements reste significativement inférieure à celle de la production avec une tendance,56
3022,20. Le taux de fiabilité en offre correspond au taux de fiabilité des offres appelées (i.e. taux d’offres demandées non refusées et non défaillantes au titre du,56
3024,21. Le taux de fiabilité en volume correspond au taux de fiabilité des volumes appelés sur le mécanisme d’ajustement (i.e. volumes demandés non refusées et,56
