,section_title,text,file,processed_text
151,Principe de calculs,"* Le _plan de production_ :
	* Groupes connectés pour le dimensionnement
	* Groupes démarrés pour la détection de contraintes.
	* Pour les groupes éoliens, les apports à prendre en compte sont décrits dans [cette note](&D28).
* Le _plan de tension_ :
	* Tension _nominale_ pour la détection de contrainte
	* Tension _majorée_ pour le dimensionnement à travers le facteur _c_ (cf. tableau ci-dessous). L’introduction du facteur de tension c est justifiée dans la norme CEI 909 pour plusieurs raisons :
		* Les variations de tension dans l’espace et dans le temps (en général les réseaux sont exploités à un niveau de tension dépassant la valeur nominale d’environ 5%)
		* Les changements de prise des transformateurs
		* La non-prise en compte des charges, sauf pour les sommets 400 kV (cf. ci-après) 
		* Le comportement subtransitoire des alternateurs et des moteurs
* Les charges :
	* Pas de prise en compte des charges pour la détection de contraintes
	* Prise en compte des charges en 400kV pour le dimensionnement
	* En effet, en HTB1 et HTB2, leur influence est indirectement prise en compte grâce au coefficient de majoration de la tension c défini plus haut, ce qui n’est pas le cas pour la HTB3 puisque la tension d’exploitation maximale autorisée correspond à 420 kV, soit _1.05 Un_. Le calcul à ce niveau de tension ne prend donc pas en compte l’effet des charges. C’est pourquoi il est nécessaire de représenter les charges (par des impédances à la terre) pour le calcul des courants de court-circuit sur les sommets 400 kV.",DODER_contraintes_d_icc.md,"Fichier: DODER_contraintes_d_icc.md
Titre: Principe de calculs
* Le _plan de production_ :
	* Groupes connectés pour le dimensionnement
	* Groupes démarrés pour la détection de contraintes.
	* Pour les groupes éoliens, les apports à prendre en compte sont décrits dans [cette note](&D28).
* Le _plan de tension_ :
	* Tension _nominale_ pour la détection de contrainte
	* Tension _majorée_ pour le dimensionnement à travers le facteur _c_ (cf. tableau ci-dessous). L’introduction du facteur de tension c est justifiée dans la norme CEI 909 pour plusieurs raisons :
		* Les variations de tension dans l’espace et dans le temps (en général les réseaux sont exploités à un niveau de tension dépassant la valeur nominale d’environ 5%)
		* Les changements de prise des transformateurs
		* La non-prise en compte des charges, sauf pour les sommets 400 kV (cf. ci-après) 
		* Le comportement subtransitoire des alternateurs et des moteurs
* Les charges :
	* Pas de prise en compte des charges pour la détection de contraintes
	* Prise en compte des charges en 400kV pour le dimensionnement
	* En effet, en HTB1 et HTB2, leur influence est indirectement prise en compte grâce au coefficient de majoration de la tension c défini plus haut, ce qui n’est pas le cas pour la HTB3 puisque la tension d’exploitation maximale autorisée correspond à 420 kV, soit _1.05 Un_. Le calcul à ce niveau de tension ne prend donc pas en compte l’effet des charges. C’est pourquoi il est nécessaire de représenter les charges (par des impédances à la terre) pour le calcul des courants de court-circuit sur les sommets 400 kV."
152,Principe de calculs,"|U nominale (kV)| Coeff _c_ | U majorée (kV)|
|:--------------|:----------|:-------------:|
|400			|1.05 		| 420			|
|225 			|1.09		| 245			|
|150 			|1.09 		| 165			|
|90			   	|1.10		| 99			|
|63 		   	|1.10		| 69.3			|
|45 			|1.10		| 49.5			|",DODER_contraintes_d_icc.md,"Fichier: DODER_contraintes_d_icc.md
Titre: Principe de calculs
|U nominale (kV)| Coeff _c_ | U majorée (kV)|
|:--------------|:----------|:-------------:|
|400			|1.05 		| 420			|
|225 			|1.09		| 245			|
|150 			|1.09 		| 165			|
|90			   	|1.10		| 99			|
|63 		   	|1.10		| 69.3			|
|45 			|1.10		| 49.5			|"
153,Détection des contraintes,"Les valeurs d'Icc ainsi calculées sont comparées aux valeurs des seuils des matériels et des structures disponibles dans les fiches IMACC.
Les capacités de tenue aux courants de court-circuit des appareillages et des structures de postes pour les réseaux de tension 63 kV, 90 kV, 150 kV, 225kV et 420 kV sont disponibles dans [le recueil Icc](&D117).",DODER_contraintes_d_icc.md,"Fichier: DODER_contraintes_d_icc.md
Titre: Détection des contraintes
Les valeurs d'Icc ainsi calculées sont comparées aux valeurs des seuils des matériels et des structures disponibles dans les fiches IMACC.
Les capacités de tenue aux courants de court-circuit des appareillages et des structures de postes pour les réseaux de tension 63 kV, 90 kV, 150 kV, 225kV et 420 kV sont disponibles dans [le recueil Icc](&D117)."
154,Détection des contraintes,"Par ailleurs, il est préconisé d’enrichir les études de développement  d’éléments illustrant l’influence des différents  paramètres et hypothèses conduisant au dépassement d’IMACC. 
Ainsi on pourra illustrer l’évolution des valeurs d’Icc en fonction des dates d’arrivée des nouveaux ouvrages et des futures productions ou mettre en évidence les apports par type d’hypothèses.
Ces éléments permettent de mieux appréhender les dépassements et les risques dus à des arrivées de groupes de production, hypothèses parfois incertaines et fluctuantes.",DODER_contraintes_d_icc.md,"Fichier: DODER_contraintes_d_icc.md
Titre: Détection des contraintes
Par ailleurs, il est préconisé d’enrichir les études de développement  d’éléments illustrant l’influence des différents  paramètres et hypothèses conduisant au dépassement d’IMACC. 
Ainsi on pourra illustrer l’évolution des valeurs d’Icc en fonction des dates d’arrivée des nouveaux ouvrages et des futures productions ou mettre en évidence les apports par type d’hypothèses.
Ces éléments permettent de mieux appréhender les dépassements et les risques dus à des arrivées de groupes de production, hypothèses parfois incertaines et fluctuantes."
155,Détection des contraintes,Le lecteur intéressé peut consulter la [note de synthèse des travaux du GT Icc](&D118).,DODER_contraintes_d_icc.md,"Fichier: DODER_contraintes_d_icc.md
Titre: Détection des contraintes
Le lecteur intéressé peut consulter la [note de synthèse des travaux du GT Icc](&D118)."
156,Schéma d’exploitation et hypothèse de consommation,"Le schéma retenu et l’hypothèse de consommation associée sont ceux qui correspondent au minimum des valeurs de courant de court-circuit ; généralement cela correspond à l’hypothèse de consommation la plus faible. On rappelle qu’il y a lieu d’établir une Pcc minimale en N (réseau complet, tous ouvrages disponibles) et en N-1 (sur perte d’une ligne, d’un transformateur ou d’un groupe).",DODER_contraintes_d_icc.md,"Fichier: DODER_contraintes_d_icc.md
Titre: Schéma d’exploitation et hypothèse de consommation
Le schéma retenu et l’hypothèse de consommation associée sont ceux qui correspondent au minimum des valeurs de courant de court-circuit ; généralement cela correspond à l’hypothèse de consommation la plus faible. On rappelle qu’il y a lieu d’établir une Pcc minimale en N (réseau complet, tous ouvrages disponibles) et en N-1 (sur perte d’une ligne, d’un transformateur ou d’un groupe)."
157,Plan de démarrage,"On doit adopter un plan de production réaliste qui minimise le nombre de groupes démarrés dans la zone intérieure. En particulier, on cherchera à arrêter les groupes les plus proches (électriquement) du point de défaut ; on pourra par exemple se référer à un niveau très bas observé en exploitation. Dans la zone extérieure, toujours dans l’optique de réduire le nombre de groupes apportant de la Pcc, on effectue un démarrage à puissance maximale. Dans les deux zones, on retient pour les calculs seulement les groupes démarrés, avec un seuil de prise en compte égal à 1 MW.",DODER_contraintes_d_icc.md,"Fichier: DODER_contraintes_d_icc.md
Titre: Plan de démarrage
On doit adopter un plan de production réaliste qui minimise le nombre de groupes démarrés dans la zone intérieure. En particulier, on cherchera à arrêter les groupes les plus proches (électriquement) du point de défaut ; on pourra par exemple se référer à un niveau très bas observé en exploitation. Dans la zone extérieure, toujours dans l’optique de réduire le nombre de groupes apportant de la Pcc, on effectue un démarrage à puissance maximale. Dans les deux zones, on retient pour les calculs seulement les groupes démarrés, avec un seuil de prise en compte égal à 1 MW."
158,Plan de tension initial,Les valeurs de tension retenues pour le calcul sont obtenues en utilisant les tensions nominales.,DODER_contraintes_d_icc.md,"Fichier: DODER_contraintes_d_icc.md
Titre: Plan de tension initial
Les valeurs de tension retenues pour le calcul sont obtenues en utilisant les tensions nominales."
159,Les valeurs de Pccmin à respecter,Les seuils considérés pour le respect de la Pcc min sont définis ci-dessous. Les raisons invoquées pour ces seuils sont indiquées [dans cet article](&A39).,DODER_contraintes_d_icc.md,"Fichier: DODER_contraintes_d_icc.md
Titre: Les valeurs de Pccmin à respecter
Les seuils considérés pour le respect de la Pcc min sont définis ci-dessous. Les raisons invoquées pour ces seuils sont indiquées [dans cet article](&A39)."
160,Les valeurs de Pccmin à respecter,"| Symbole   | Type de client| Pcc min (MVA) |
|:----------|:--------------|:-------------:|
|HTB3    	|tous 			|7000			|
|HTB2		|tous			|1500			|
|HTB1		|industriel		|400			|
|HTB1		|distributeur	|250			|",DODER_contraintes_d_icc.md,"Fichier: DODER_contraintes_d_icc.md
Titre: Les valeurs de Pccmin à respecter
| Symbole   | Type de client| Pcc min (MVA) |
|:----------|:--------------|:-------------:|
|HTB3    	|tous 			|7000			|
|HTB2		|tous			|1500			|
|HTB1		|industriel		|400			|
|HTB1		|distributeur	|250			|"
161,Les valeurs de Pccmin à respecter,"> Remarque : En présence de condensateurs HTB dans le poste source, il faut majorer la PCC min de 100 MVA par tranche de 10 Mvar de condensateurs installés (cf. [cet article](&A39)).",DODER_contraintes_d_icc.md,"Fichier: DODER_contraintes_d_icc.md
Titre: Les valeurs de Pccmin à respecter
> Remarque : En présence de condensateurs HTB dans le poste source, il faut majorer la PCC min de 100 MVA par tranche de 10 Mvar de condensateurs installés (cf. [cet article](&A39))."
